months_as_customer,age,policy_number,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year
1,29,357949,500,854.58,0,612826,52200,0,Single Vehicle Collision,Minor Damage,Police,SC,Northbrook,15,1,2,3,86790,7890,23670,55230,Honda,2003
26,39,493161,1000,770.76,0,433155,0,-53700,Single Vehicle Collision,Major Damage,Police,WV,Columbus,0,1,0,2,49800,9960,4980,34860,Mercedes,2015
202,38,320251,2000,1132.74,0,616120,0,-37500,Single Vehicle Collision,Major Damage,Other,WV,Hillsdale,12,1,1,1,77440,7040,14080,56320,Nissan,2005
289,48,231127,500,1173.37,8000000,461744,0,-42700,Single Vehicle Collision,Total Loss,Other,SC,Springfield,1,1,1,0,42900,8580,0,34320,Accura,1999
61,26,766193,2000,1188.28,6000000,475916,0,-53800,Multi-vehicle Collision,Major Damage,Fire,VA,Hillsdale,16,2,1,0,53820,11960,5980,35880,Ford,2015
334,46,555374,1000,876.88,6000000,454434,0,0,Single Vehicle Collision,Minor Damage,Police,WV,Hillsdale,2,1,2,1,57330,12740,6370,38220,Jeep,1998
12,24,491484,1000,1143.95,0,464353,51400,0,Multi-vehicle Collision,Minor Damage,Police,NY,Riverwood,13,3,2,1,53370,5930,5930,41510,Nissan,2011
86,29,925128,2000,1409.06,0,610302,74200,-68100,Single Vehicle Collision,Minor Damage,Police,NY,Northbrook,0,1,2,2,62920,9680,14520,38720,Accura,2005
83,24,265093,1000,1070.63,0,462106,0,0,Multi-vehicle Collision,Total Loss,Fire,NY,Arlington,0,3,0,1,61600,6160,12320,43120,Honda,2003
126,30,267808,2000,916.13,0,431389,55300,-58400,Multi-vehicle Collision,Total Loss,Police,NY,Northbend,16,3,2,0,74160,6180,12360,55620,Mercedes,2002
209,38,116735,500,1191.5,0,442866,38600,-52900,Single Vehicle Collision,Total Loss,Police,WV,Arlington,8,1,2,0,80100,8900,8900,62300,Audi,2015
283,48,963680,1000,1474.66,0,446755,0,-46200,Parked Car,Trivial Damage,Police,NY,Hillsdale,9,1,2,3,6560,820,820,4920,Volkswagen,2003
194,34,445694,1000,1193.45,0,464743,0,0,Single Vehicle Collision,Total Loss,Ambulance,WV,Northbend,11,1,2,1,58800,11760,5880,41160,Nissan,1997
184,38,215534,1000,1437.53,0,437889,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,PA,Northbrook,6,3,0,2,53730,11940,5970,35820,Dodge,2013
479,60,232854,2000,1304.83,0,473638,0,0,Single Vehicle Collision,Total Loss,Ambulance,NY,Arlington,18,1,0,0,60600,5050,10100,45450,Honda,2001
284,48,168260,1000,1168.8,0,444232,0,-42400,Single Vehicle Collision,Total Loss,Other,NY,Northbrook,11,1,0,3,35750,6500,3250,26000,Mercedes,2001
65,27,538955,1000,1164.97,0,477695,43000,-42500,Single Vehicle Collision,Total Loss,Ambulance,WV,Arlington,17,1,1,2,42840,3570,7140,32130,Chevrolet,2004
222,39,243226,1000,1232.72,0,458237,87800,-51200,Multi-vehicle Collision,Major Damage,Fire,SC,Springfield,21,3,1,0,87960,14660,14660,58640,Jeep,1999
196,41,246435,2000,1800.76,0,441499,0,-78600,Multi-vehicle Collision,Minor Damage,Ambulance,SC,Hillsdale,0,3,1,0,47800,4780,4780,38240,Jeep,2009
253,43,582480,500,1187.01,7000000,613436,46300,-33000,Vehicle Theft,Trivial Damage,Police,NY,Northbrook,9,1,0,1,3840,640,640,2560,Chevrolet,2014
280,43,345539,1000,1559.34,0,448912,0,-51600,Single Vehicle Collision,Total Loss,Fire,NY,Riverwood,1,1,0,2,77000,14000,7000,56000,Accura,2004
5,26,924318,2000,1137.02,0,468872,31500,0,Single Vehicle Collision,Total Loss,Ambulance,WV,Springfield,22,1,1,3,88110,16020,16020,56070,Audi,2003
220,42,726880,1000,1281.72,0,619811,33500,-49500,Multi-vehicle Collision,Minor Damage,Fire,SC,Northbend,20,4,0,2,47740,4340,4340,39060,Honda,2005
85,30,190588,1000,796.35,0,614166,72400,-77000,Multi-vehicle Collision,Total Loss,Fire,SC,Northbend,9,3,2,1,58960,5360,10720,42880,Ford,2004
266,46,246705,500,1270.02,0,456600,0,-45800,Parked Car,Minor Damage,Police,NC,Northbrook,5,1,1,2,2160,480,240,1440,Toyota,2004
41,26,619589,1000,1383.13,0,618405,46700,0,Vehicle Theft,Trivial Damage,Police,SC,Riverwood,12,1,1,1,6890,530,1060,5300,Jeep,1997
316,45,164988,2000,1290.74,5000000,430832,58300,0,Multi-vehicle Collision,Major Damage,Ambulance,VA,Springfield,6,3,2,0,78870,7170,14340,57360,Suburu,2013
285,47,729534,1000,1216.68,0,610989,55100,0,Vehicle Theft,Trivial Damage,Police,SC,Columbus,8,1,1,1,2700,300,300,2100,Ford,2013
379,54,505014,500,1251.16,0,447750,41400,0,Single Vehicle Collision,Total Loss,Ambulance,WV,Riverwood,14,1,0,1,75960,6330,6330,63300,Jeep,2010
15,34,920826,2000,1586.41,0,608708,33500,-58900,Single Vehicle Collision,Major Damage,Police,WV,Northbrook,10,1,1,3,75570,6870,13740,54960,BMW,2010
354,48,534982,2000,1526.11,5000000,469650,0,0,Single Vehicle Collision,Minor Damage,Police,SC,Columbus,12,1,2,3,90240,15040,15040,60160,Chevrolet,1995
342,53,110408,1000,1028.44,0,602304,0,0,Single Vehicle Collision,Major Damage,Ambulance,SC,Springfield,12,1,0,0,80960,14720,7360,58880,Accura,2000
169,38,283052,1000,1555.94,0,459878,23300,0,Multi-vehicle Collision,Total Loss,Other,VA,Riverwood,12,3,1,3,79080,6590,13180,59310,Mercedes,2012
339,49,840806,2000,1570.77,0,441142,98800,-65300,Vehicle Theft,Minor Damage,None,SC,Columbus,13,1,0,3,6820,1240,620,4960,Mercedes,2009
259,42,382394,2000,1170.53,0,465667,65000,-49200,Multi-vehicle Collision,Total Loss,Fire,WV,Northbend,17,3,1,2,62590,5690,11380,45520,Nissan,2006
65,23,876699,1000,1099.95,0,473109,0,-71900,Single Vehicle Collision,Major Damage,Other,NY,Arlington,14,1,1,0,52400,6550,6550,39300,Accura,2005
254,46,871432,2000,1472.43,0,619794,0,-90600,Multi-vehicle Collision,Major Damage,Ambulance,WV,Arlington,3,3,1,3,63580,5780,11560,46240,Volkswagen,2004
440,55,379882,500,1275.62,0,602258,0,-56200,Multi-vehicle Collision,Minor Damage,Police,NY,Riverwood,18,3,2,1,61400,6140,6140,49120,Nissan,1995
478,63,852002,1000,1292.3,0,479724,47600,0,Parked Car,Minor Damage,None,VA,Northbend,5,1,1,3,4700,940,470,3290,Dodge,2007
230,44,372891,2000,1009.37,0,442210,45400,-39400,Single Vehicle Collision,Total Loss,Fire,SC,Riverwood,19,1,0,2,74140,13480,13480,47180,BMW,2015
138,30,689034,500,1093.07,4000000,463291,27700,-72400,Single Vehicle Collision,Major Damage,Other,VA,Hillsdale,0,1,2,2,83160,6930,13860,62370,Volkswagen,2011
239,41,743092,1000,1325.44,7000000,474898,51400,-6300,Parked Car,Trivial Damage,Police,NC,Arlington,22,1,0,2,10790,1660,830,8300,Mercedes,2013
93,31,599174,2000,1017.18,0,431354,0,0,Multi-vehicle Collision,Major Damage,Police,NC,Arlington,21,3,1,3,48070,8740,8740,30590,Saab,2014
37,25,421092,1000,1221.17,0,617460,49300,0,Multi-vehicle Collision,Minor Damage,Ambulance,SC,Northbrook,4,3,0,0,51030,5670,11340,34020,Suburu,1996
254,40,349658,500,1927.87,0,609317,0,0,Single Vehicle Collision,Minor Damage,Fire,VA,Arlington,10,1,0,1,43280,0,5410,37870,Honda,1996
131,29,811042,1000,978.27,0,479821,65700,0,Single Vehicle Collision,Major Damage,Fire,SC,Hillsdale,5,1,1,3,76400,15280,7640,53480,Suburu,2003
230,43,505316,2000,1221.14,0,473394,48100,0,Single Vehicle Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,0,2,75460,13720,13720,48020,Audi,2002
313,50,116645,2000,1255.62,0,603882,0,0,Multi-vehicle Collision,Major Damage,Other,OH,Northbrook,18,3,2,1,69000,13800,6900,48300,Ford,1995
210,38,950880,500,999.52,0,615229,0,0,Vehicle Theft,Minor Damage,Police,VA,Springfield,6,1,1,2,8640,1440,720,6480,Accura,2008
101,29,788502,500,1380.89,0,620197,30000,-53000,Multi-vehicle Collision,Minor Damage,Ambulance,SC,Arlington,0,3,2,1,67210,12220,12220,42770,BMW,1996
153,37,627486,500,1010.77,0,438215,52300,-55600,Multi-vehicle Collision,Total Loss,Ambulance,NC,Arlington,5,3,0,3,42500,4250,4250,34000,Volkswagen,1999
337,53,498842,500,1205.86,0,444583,0,-34600,Single Vehicle Collision,Minor Damage,Fire,SC,Arlington,8,1,0,1,86400,14400,7200,64800,Accura,2001
360,51,550294,1000,1526.61,0,471866,0,-32900,Vehicle Theft,Minor Damage,Police,SC,Hillsdale,5,1,2,2,4620,840,840,2940,Dodge,2009
428,53,328387,1000,1496.44,0,616884,0,0,Parked Car,Trivial Damage,Police,NC,Springfield,9,1,2,2,6930,630,1260,5040,Honda,2013
204,40,540152,500,1256.2,0,448310,0,0,Multi-vehicle Collision,Minor Damage,Other,SC,Northbend,10,3,1,2,41700,8340,8340,25020,Saab,2013
364,51,385932,500,1268.35,0,478902,0,0,Single Vehicle Collision,Major Damage,Other,NY,Northbrook,16,1,2,1,77330,14060,14060,49210,Volkswagen,2014
185,35,618682,2000,1421.59,0,442695,0,0,Vehicle Theft,Trivial Damage,Police,WV,Arlington,8,1,2,3,4950,900,450,3600,Ford,2011
63,26,550930,500,1500.04,6000000,613826,0,-36500,Vehicle Theft,Minor Damage,Police,NC,Northbrook,5,1,0,2,5160,860,860,3440,Accura,2004
210,35,998192,500,1433.24,0,476203,0,-19500,Multi-vehicle Collision,Total Loss,Fire,WV,Riverwood,11,3,2,1,24570,2730,2730,19110,Saab,2006
194,38,663938,2000,1231.25,0,604333,46500,0,Multi-vehicle Collision,Minor Damage,Ambulance,WV,Arlington,15,3,1,0,53680,4880,9760,39040,Toyota,2011
294,49,756870,500,1135.43,0,442604,22700,0,Multi-vehicle Collision,Total Loss,Police,WV,Columbus,23,3,1,1,42900,3900,3900,35100,Chevrolet,2010
272,41,337158,2000,945.73,5000000,435663,38600,-42800,Single Vehicle Collision,Minor Damage,Fire,NY,Arlington,23,1,0,0,84100,16820,8410,58870,Ford,2009
27,27,919875,2000,1118.76,0,470866,0,-55800,Single Vehicle Collision,Total Loss,Fire,NY,Northbrook,23,1,1,3,61560,6840,6840,47880,Ford,2008
251,39,315631,2000,1231.98,0,612908,0,-31700,Single Vehicle Collision,Minor Damage,Police,NY,Hillsdale,10,1,0,0,44240,5530,5530,33180,Dodge,1997
180,33,113464,2000,1005.47,0,441871,58100,-49000,Multi-vehicle Collision,Minor Damage,Ambulance,VA,Columbus,12,4,2,3,57700,11540,5770,40390,Jeep,2002
392,50,556415,2000,1108.97,0,431496,68400,-66800,Single Vehicle Collision,Minor Damage,Other,WV,Springfield,4,1,2,2,108030,16620,16620,74790,Saab,2002
143,30,250249,500,1392.39,5000000,436499,0,-65700,Single Vehicle Collision,Minor Damage,Fire,SC,Riverwood,16,1,2,0,54300,10860,5430,38010,Toyota,2010
371,54,403776,2000,1317.97,0,469853,34700,-81000,Multi-vehicle Collision,Major Damage,Ambulance,SC,Columbus,18,3,1,2,32280,5380,5380,21520,Ford,2010
292,42,396002,1000,1588.22,0,605369,0,-53800,Multi-vehicle Collision,Total Loss,Other,WV,Riverwood,15,3,1,1,84600,16920,8460,59220,Chevrolet,2007
165,35,976908,500,900.02,6000000,448466,0,-49900,Single Vehicle Collision,Total Loss,Other,SC,Springfield,8,1,1,3,69700,6970,6970,55760,BMW,2008
158,33,509489,1000,1744.64,3000000,432786,0,0,Multi-vehicle Collision,Total Loss,Ambulance,WV,Springfield,4,3,0,1,36400,3640,7280,25480,Volkswagen,1998
241,39,485295,1000,1260.56,0,473591,0,-54900,Multi-vehicle Collision,Minor Damage,Police,SC,Northbrook,20,3,0,2,37520,4690,4690,28140,Jeep,2010
103,33,361829,2000,1021.14,0,618418,69500,-47700,Multi-vehicle Collision,Major Damage,Ambulance,NY,Northbend,1,3,2,3,79090,14380,14380,50330,Dodge,2014
402,54,603632,2000,1285.09,0,444558,48000,-79600,Single Vehicle Collision,Major Damage,Other,NY,Springfield,19,1,0,2,67770,7530,15060,45180,Mercedes,2013
102,32,783494,500,1537.07,3000000,457733,0,0,Single Vehicle Collision,Total Loss,Other,OH,Northbend,11,1,1,0,47400,9480,4740,33180,Chevrolet,2004
182,40,439049,1000,1022.42,0,466161,50000,-56900,Single Vehicle Collision,Total Loss,Other,SC,Northbend,13,1,0,2,71100,7110,14220,49770,Audi,2008
282,46,502634,2000,1558.86,0,450800,51100,-75100,Single Vehicle Collision,Minor Damage,Police,NY,Springfield,2,1,2,2,69400,13880,6940,48580,BMW,2012
222,39,378588,500,1757.87,0,458993,71400,0,Multi-vehicle Collision,Major Damage,Other,SC,Northbrook,9,3,2,1,55000,5000,10000,40000,Saab,1996
415,52,794731,1000,973.5,0,468634,50400,0,Multi-vehicle Collision,Total Loss,Police,WV,Arlington,15,2,1,3,51090,7860,7860,35370,Toyota,2003
51,34,641934,500,1430.8,0,461264,0,0,Single Vehicle Collision,Major Damage,Fire,NY,Springfield,23,1,2,3,64200,6420,19260,38520,Honda,2007
255,45,113516,500,1192.27,0,600184,0,-40200,Single Vehicle Collision,Total Loss,Other,NC,Riverwood,16,1,2,0,67320,12240,12240,42840,Ford,2006
143,31,425631,500,1163.83,0,604874,37700,0,Multi-vehicle Collision,Major Damage,Other,NC,Arlington,21,4,2,0,76120,6920,13840,55360,Audi,1999
130,28,542245,1000,1003.15,0,462377,0,-38500,Multi-vehicle Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,2,1,85020,13080,13080,58860,Ford,2010
242,41,512894,2000,1153.54,6000000,619657,0,-57000,Multi-vehicle Collision,Minor Damage,Fire,NY,Northbrook,3,3,0,1,68090,12380,12380,43330,Toyota,2009
96,27,633090,1000,1631.1,0,437323,0,0,Parked Car,Trivial Damage,Police,WV,Arlington,4,1,1,2,6030,670,670,4690,Nissan,2007
180,35,464234,1000,1252.48,0,432148,0,-55800,Vehicle Theft,Minor Damage,None,OH,Springfield,17,1,1,3,5100,1020,510,3570,Chevrolet,2000
150,30,290162,1000,1677.26,0,439690,40100,0,Vehicle Theft,Trivial Damage,Police,WV,Springfield,7,1,1,3,4590,510,510,3570,Volkswagen,2013
463,59,638155,1000,979.73,0,601848,51700,0,Multi-vehicle Collision,Major Damage,Other,SC,Columbus,14,2,1,2,72400,7240,14480,50680,Chevrolet,1999
472,64,911429,500,989.24,0,615821,0,0,Single Vehicle Collision,Major Damage,Fire,NY,Northbrook,13,1,2,3,70900,14180,7090,49630,Mercedes,2002
75,25,106186,1000,1389.86,0,472475,0,0,Multi-vehicle Collision,Total Loss,Other,WV,Springfield,23,2,2,3,65100,6510,6510,52080,Saab,2011
193,40,311783,500,1233.85,0,457463,0,0,Multi-vehicle Collision,Total Loss,Ambulance,PA,Hillsdale,23,3,2,1,64260,0,14280,49980,Ford,1999
43,43,528385,500,1320.39,0,604861,0,0,Single Vehicle Collision,Major Damage,Ambulance,WV,Arlington,16,1,2,1,79970,7270,21810,50890,Honda,1996
253,41,228403,1000,1435.09,0,471519,36600,0,Single Vehicle Collision,Total Loss,Police,SC,Northbrook,17,1,2,0,56610,6290,6290,44030,Chevrolet,1995
152,30,209177,500,1448.54,0,618682,58600,0,Single Vehicle Collision,Major Damage,Fire,VA,Northbrook,9,1,1,1,84590,7690,7690,69210,Toyota,2000
160,38,497929,500,1733.56,0,441425,0,-43800,Multi-vehicle Collision,Major Damage,Fire,SC,Hillsdale,13,3,2,1,66780,7420,14840,44520,Mercedes,1996
56,36,735844,500,1533.07,0,609336,0,-28800,Single Vehicle Collision,Major Damage,Police,NC,Springfield,13,1,1,2,58500,0,6500,52000,Ford,2001
286,41,710741,500,1106.77,0,603320,45500,-62500,Parked Car,Trivial Damage,Police,WV,Columbus,3,1,2,0,5000,500,500,4000,Dodge,2003
3,29,276804,500,995.7,5000000,615446,0,0,Parked Car,Trivial Damage,Police,PA,Springfield,3,1,2,1,5000,500,1000,3500,Mercedes,2008
286,41,507545,1000,1298.85,6000000,435967,71300,-70300,Multi-vehicle Collision,Major Damage,Ambulance,NY,Columbus,16,3,1,3,54450,6050,12100,36300,Saab,2007
239,38,485642,1000,1276.73,5000000,610246,0,0,Multi-vehicle Collision,Major Damage,Police,WV,Northbrook,12,3,1,3,61920,6880,6880,48160,Saab,2003
64,29,796375,2000,1202.28,0,479327,0,-61400,Single Vehicle Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,1,2,43700,4370,4370,34960,Nissan,2007
98,31,171183,500,671.92,0,468300,0,-26400,Single Vehicle Collision,Minor Damage,Other,NC,Riverwood,3,1,2,0,64080,7120,7120,49840,Ford,1997
16,35,110084,1000,1358.03,0,612660,59300,-31400,Single Vehicle Collision,Total Loss,Other,SC,Hillsdale,0,1,2,1,55000,10000,10000,35000,Volkswagen,2008
70,27,714784,1000,1008.79,4000000,466691,46000,0,Vehicle Theft,Trivial Damage,Police,WV,Columbus,19,1,2,3,4400,0,550,3850,Toyota,2000
75,27,143924,1000,1141.1,0,468515,0,0,Multi-vehicle Collision,Minor Damage,Police,SC,Hillsdale,15,2,0,1,71640,5970,11940,53730,Toyota,2008
246,44,996850,1000,1397,0,614521,0,0,Single Vehicle Collision,Minor Damage,Other,NY,Arlington,6,1,1,0,61740,6860,6860,48020,Accura,1997
110,27,284834,1000,1664.66,0,465921,0,-66200,Single Vehicle Collision,Total Loss,Ambulance,SC,Springfield,3,1,0,3,57500,5750,5750,46000,Audi,2010
236,39,830878,1000,1151.39,4000000,604555,0,-63900,Parked Car,Minor Damage,Police,NY,Springfield,17,1,0,0,8700,870,1740,6090,Accura,2003
267,46,270208,2000,1546.01,0,616276,0,0,Multi-vehicle Collision,Total Loss,Police,VA,Riverwood,4,4,2,1,77100,15420,7710,53970,Volkswagen,1996
463,57,407958,500,1063.67,0,463356,0,0,Single Vehicle Collision,Minor Damage,Police,NY,Springfield,14,1,2,0,59400,6600,6600,46200,Dodge,1995
303,46,832300,1000,709.14,0,450184,0,0,Multi-vehicle Collision,Minor Damage,Fire,NY,Northbrook,3,3,1,0,54890,9980,4990,39920,Toyota,2006
137,30,927205,500,1039.55,0,466393,55600,-59700,Multi-vehicle Collision,Minor Damage,Other,WV,Columbus,4,3,2,1,74030,6730,13460,53840,Chevrolet,2005
56,42,655356,500,1339.39,0,471786,0,0,Single Vehicle Collision,Total Loss,Other,NY,Columbus,13,1,1,2,61490,11180,11180,39130,BMW,1998
75,27,831053,1000,1202.75,0,602289,57900,-90100,Multi-vehicle Collision,Minor Damage,Police,SC,Northbrook,23,3,0,2,79560,6630,13260,59670,Volkswagen,2003
131,33,432740,2000,1081.17,0,445120,0,-65200,Parked Car,Minor Damage,Police,NY,Northbend,3,1,0,1,4900,490,490,3920,Toyota,2010
153,34,893853,500,991.39,0,449260,45600,-61400,Multi-vehicle Collision,Total Loss,Other,WV,Springfield,0,3,1,0,77770,14140,14140,49490,Nissan,2000
255,43,594988,500,984.02,0,472724,75800,0,Multi-vehicle Collision,Major Damage,Fire,SC,Columbus,14,2,2,2,74700,7470,14940,52290,Nissan,2007
103,26,979544,500,1354.83,0,475173,66300,0,Multi-vehicle Collision,Minor Damage,Police,NY,Arlington,14,2,2,2,40600,4060,4060,32480,Volkswagen,2010
97,28,191891,1000,830.31,0,443854,0,-32600,Single Vehicle Collision,Total Loss,Ambulance,SC,Springfield,22,1,1,0,45270,10060,10060,25150,Jeep,2006
214,36,831479,2000,987.42,7000000,461418,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,NY,Springfield,17,3,0,3,47080,4280,8560,34240,Saab,2006
438,57,714346,500,1119.29,0,616164,0,0,Single Vehicle Collision,Minor Damage,Police,SC,Hillsdale,14,1,0,0,40700,4070,4070,32560,Volkswagen,2000
87,27,326289,500,1048.39,0,620962,0,0,Single Vehicle Collision,Minor Damage,Police,NY,Riverwood,2,1,2,1,34650,6300,3150,25200,Ford,1996
27,28,944537,1000,1074.47,0,465201,0,0,Parked Car,Trivial Damage,Police,WV,Riverwood,4,1,2,0,3200,400,400,2400,Jeep,2012
206,42,779156,1000,1230.76,0,470488,0,-74200,Single Vehicle Collision,Major Damage,Fire,VA,Hillsdale,2,1,1,1,78980,7180,14360,57440,Saab,1997
127,31,856153,500,1255.02,0,462250,58200,0,Parked Car,Minor Damage,None,SC,Riverwood,10,1,1,0,6160,560,1120,4480,Nissan,1996
422,60,473338,1000,1555.52,0,436408,43600,-67800,Single Vehicle Collision,Major Damage,Ambulance,NC,Northbrook,11,1,1,1,85250,15500,7750,62000,Mercedes,1999
303,50,521694,2000,836.11,5000000,464230,0,0,Multi-vehicle Collision,Major Damage,Fire,SC,Springfield,1,4,1,2,72840,12140,6070,54630,Dodge,2010
228,40,136520,500,1450.98,0,478609,43700,0,Parked Car,Trivial Damage,Police,WV,Northbend,20,1,0,2,6050,1100,1100,3850,Toyota,2010
239,39,730819,2000,625.08,0,437156,44200,-37000,Single Vehicle Collision,Major Damage,Fire,SC,Riverwood,10,1,2,3,87890,15980,7990,63920,BMW,2014
330,47,912665,2000,1133.27,0,432218,0,-56400,Multi-vehicle Collision,Total Loss,Other,NY,Northbrook,20,2,0,2,60500,11000,5500,44000,Ford,1999
128,35,469966,500,1366.6,0,620493,0,0,Multi-vehicle Collision,Minor Damage,Fire,NY,Columbus,10,3,2,1,88220,16040,16040,56140,Chevrolet,2008
147,37,952300,1000,1439.9,6000000,475391,0,-48400,Multi-vehicle Collision,Total Loss,Other,SC,Springfield,2,2,1,2,53680,9760,4880,39040,Accura,2004
287,45,322609,1000,1230.69,0,440720,0,-54600,Single Vehicle Collision,Minor Damage,Fire,VA,Springfield,19,1,0,2,53800,5380,5380,43040,Accura,2006
142,29,890280,2000,1307.68,0,606942,0,-48500,Single Vehicle Collision,Major Damage,Police,NY,Columbus,10,1,1,2,54360,4530,9060,40770,Mercedes,1995
162,35,431583,2000,1124.69,0,446971,0,0,Single Vehicle Collision,Major Damage,Police,WV,Arlington,14,1,0,3,54340,9880,4940,39520,Toyota,2001
140,35,155912,1000,1520.78,0,470538,0,-42900,Parked Car,Trivial Damage,None,SC,Columbus,5,1,0,2,2860,520,260,2080,Chevrolet,1997
106,28,110143,2000,1609.11,0,601177,0,0,Vehicle Theft,Minor Damage,Police,WV,Hillsdale,8,1,2,1,5490,0,1220,4270,Saab,1999
292,45,808544,1000,1358.91,0,451470,0,0,Vehicle Theft,Trivial Damage,Police,WV,Northbend,4,1,0,2,7370,670,1340,5360,Suburu,1997
34,34,409074,500,1295.87,0,438529,0,0,Multi-vehicle Collision,Major Damage,Ambulance,NC,Columbus,4,3,1,0,50800,5080,5080,40640,Audi,1997
290,48,824728,500,1161.03,5000000,469742,45300,0,Multi-vehicle Collision,Minor Damage,Fire,VA,Northbrook,20,2,1,1,41520,5190,5190,31140,Nissan,2014
182,38,606037,2000,1441.06,0,435534,53800,-78300,Single Vehicle Collision,Total Loss,Police,NY,Riverwood,18,1,2,3,89650,8150,16300,65200,Dodge,2005
362,55,636843,1000,1097.99,0,442239,44400,-71500,Multi-vehicle Collision,Total Loss,Police,NY,Hillsdale,0,3,0,3,39690,0,0,39690,Suburu,1998
143,32,111874,1000,1464.42,0,468986,79900,0,Single Vehicle Collision,Major Damage,Ambulance,SC,Springfield,1,1,2,0,62260,5660,5660,50940,Saab,1995
183,38,439844,500,1543.68,0,606988,20200,0,Single Vehicle Collision,Major Damage,Police,NC,Hillsdale,17,1,0,1,51920,9440,4720,37760,Audi,2001
254,40,463513,500,1390.89,5000000,453719,0,-74400,Single Vehicle Collision,Minor Damage,Other,NY,Riverwood,23,1,2,2,53460,9720,4860,38880,Volkswagen,2009
249,43,577858,2000,1148.58,0,475524,0,-71200,Multi-vehicle Collision,Total Loss,Fire,SC,Arlington,4,3,2,1,57100,5710,5710,45680,Honda,2014
169,36,607351,500,1616.26,0,617804,50700,-57600,Multi-vehicle Collision,Total Loss,Ambulance,NY,Springfield,0,3,2,3,77440,14080,7040,56320,Dodge,2004
235,40,682754,500,1398.94,0,613399,0,0,Single Vehicle Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,1,2,68300,6830,13660,47810,Suburu,2003
112,32,757352,1000,1238.92,0,453400,57800,-53700,Parked Car,Trivial Damage,None,NY,Arlington,4,1,0,2,5060,460,920,3680,Honda,2012
16,32,307469,1000,968.46,0,615767,50800,-66200,Multi-vehicle Collision,Total Loss,Ambulance,WV,Columbus,0,3,0,2,59400,6600,13200,39600,Dodge,1995
128,31,526296,500,1045.12,0,615311,0,-28300,Multi-vehicle Collision,Major Damage,Ambulance,NY,Springfield,2,3,0,2,69930,0,15540,54390,Ford,2013
103,27,658816,1000,1537.33,0,468470,0,-74800,Multi-vehicle Collision,Minor Damage,Police,NY,Springfield,11,3,1,1,77700,7770,15540,54390,Jeep,2008
356,54,913337,500,912.3,0,461383,58500,-44000,Multi-vehicle Collision,Major Damage,Other,SC,Northbend,23,3,2,1,68750,12500,12500,43750,Audi,2007
109,29,488464,2000,1007.28,6000000,457727,0,0,Multi-vehicle Collision,Minor Damage,Police,NY,Riverwood,17,3,1,3,91080,16560,16560,57960,Jeep,1995
2,20,480094,1000,1189.98,4000000,613327,0,-54700,Single Vehicle Collision,Minor Damage,Other,WV,Columbus,22,1,1,3,48360,4030,8060,36270,Audi,2000
198,34,263108,1000,1576.41,0,614941,0,-55100,Single Vehicle Collision,Major Damage,Other,WV,Hillsdale,18,1,1,1,95000,9500,9500,76000,Ford,2001
107,32,298412,500,1172.82,4000000,440680,82100,0,Vehicle Theft,Trivial Damage,Police,SC,Arlington,8,1,1,3,3900,780,390,2730,Ford,2010
252,39,261905,500,1312.22,9000000,609949,0,-33300,Multi-vehicle Collision,Minor Damage,Other,NC,Riverwood,15,3,0,3,59400,11880,5940,41580,Jeep,2010
303,43,674485,1000,671.01,7000000,479655,42900,-61500,Single Vehicle Collision,Minor Damage,Fire,NC,Springfield,20,1,2,0,60210,6690,6690,46830,Nissan,2013
101,32,223404,500,895.14,0,439964,52600,-30400,Single Vehicle Collision,Minor Damage,Ambulance,SC,Columbus,4,1,0,3,43600,8720,4360,30520,Suburu,2010
446,57,991480,2000,1373.21,0,478486,42700,-64900,Multi-vehicle Collision,Total Loss,Police,SC,Northbrook,10,3,0,0,62800,6280,12560,43960,Jeep,2012
330,48,804219,1000,1625.65,0,466498,0,0,Single Vehicle Collision,Major Damage,Ambulance,VA,Springfield,10,1,1,3,59500,11900,5950,41650,Dodge,2006
211,37,483088,2000,1295.63,4000000,430878,42200,-33800,Multi-vehicle Collision,Total Loss,Police,WV,Northbend,22,3,1,0,53460,5940,5940,41580,Honda,2009
172,33,100804,1000,1459.96,6000000,600127,41300,-42000,Multi-vehicle Collision,Total Loss,Ambulance,NY,Northbend,15,3,0,1,41690,7580,7580,26530,Saab,1999
316,46,941807,500,1219.94,7000000,431968,0,-51000,Single Vehicle Collision,Minor Damage,Ambulance,NY,Arlington,13,1,0,1,63100,6310,12620,44170,Accura,2000
435,60,593466,500,1064.49,5000000,462804,73500,-43300,Single Vehicle Collision,Total Loss,Ambulance,WV,Arlington,23,1,2,1,62880,5240,10480,47160,Mercedes,2007
344,51,437442,1000,959.83,0,435809,0,-38700,Multi-vehicle Collision,Major Damage,Fire,NY,Northbend,18,3,2,2,75400,17400,11600,46400,BMW,2006
